id,en_question,score,true_answer,pred_answer,reason
Ta-pe-30,What is/was the most popular sports-related TV program in China?,2,"['total soccer', 'cctv-5', 'national basketball association', 'football match', 'nba', 'football game', 'we never stop']","The most popular sports-related TV program in China is ""Super Sports World Cup Night"" (超级体育世界杯之夜), which covers major international football (soccer) events, particularly the FIFA World Cup.","The predicted answer 'Super Sports World Cup Night' is weakly related to the true answers as it is a sports-related TV program, but it does not match any of the true answers directly or through normalization. It is specific to football events, which is somewhat related to 'football match' and 'football game', but not enough for a higher score."
Ta-pe-32,What day of the year is usually dedicated to fireworks in China?,5,"[""lunar nee year's eve"", 'new year', ""chinese new year's eve"", 'the first day of the spring festival', ""spring festival's eve"", 'the first day of the lunar new year', 'the first day of the chinese new year']",Answer: Chinese New Year's Eve,"The predicted answer 'Chinese New Year's Eve' matches one of the true answers exactly, indicating an identical meaning."
Ta-pe-37,What is the common symbol of New Year's Eve that is usually found in China?,4,"['spring festival couplets', 'new year scrolls', 'paper-cut for window decoration', 'spring festival travel rush', 'firecrackers', 'chinese couplets']",Fireworks,"The predicted answer 'Fireworks' is very similar to 'firecrackers', which is one of the true answers. Both are explosive devices used for celebration, especially during New Year's Eve in China."
Ta-pe-42,What food do people from China usually eat on New Year's Eve?,5,"['fish', 'dumplings', 'sweet fermented rice balls', 'pen cai', 'poon choi', 'eight treasures rice']",Dumplings.,The predicted answer 'Dumplings' matches one of the true answers exactly.
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in China?,5,"['sweet rice balls', 'fish', 'dumplings', 'glutinous rice balls', 'mutton', 'lamb', 'tangyuan', 'ribs', 'spareribs']",Dumplings,The predicted answer 'Dumplings' matches one of the true answers exactly.
Th-en-01,What is the most popular summer sport in China?,5,"['walk', 'basketball', 'ping pong', 'soccer', 'football', 'table tennis', 'swimming']",The most popular summer sport in China is table tennis (also known as ping-pong).,The predicted answer 'table tennis' matches one of the true answers 'table tennis' under case-insensitive comparison.
Th-en-03,What is the most popular professional sports league in China?,5,"['chinese basketball association', 'chinese football super league', 'china table tennis super league', 'cba', 'chinese super league']",Chinese Super League,The predicted answer 'Chinese Super League' matches one of the true answers 'chinese super league' under case-insensitive comparison.
Th-en-05,What is the most popular women's sports team in China?,5,"[""china women's diving dream team"", ""china women's national football team"", ""china women's volleyball team"", ""women's volleyball team""]",The most popular women's sports team in China is the Chinese Women's National Volleyball Team.,The predicted answer 'Chinese Women's National Volleyball Team' matches the true answer 'china women's volleyball team' after case normalization.
Th-en-09,What is the most popular tournament in China?,4,"['basketball', 'diving', 'ping pong', 'soccer', 'football', 'table tennis', 'volleyball', 'gymnastics']","The most popular tournament in China is the Chinese Super League (CSL), which is the top professional football league in the country.","The predicted answer 'Chinese Super League (CSL)' is a specific type of 'football', which is listed as a true answer. This matches the sub-category match rule, warranting a high score."
Th-en-11,Who is the most popular sportperson in China?,5,"['liu xiang', 'xiang liu', 'yiming su', 'sun yingsha', 'yao ming', 'ming yao', 'ma long', 'su yiming', 'long ma', 'yingsha sun']","The most popular sportsperson in China is often considered to be Yao Ming. Yao Ming is a former professional basketball player who played for the Houston Rockets in the NBA and is widely regarded as one of the best Chinese basketball players of all time. His success both on and off the court, combined with his global popularity, has made him a household name in China.",The predicted answer 'Yao Ming' matches one of the true answers 'yao ming' under case-insensitive comparison.
Th-en-12,In which sport has China been most successful in international competitions?,5,"['diving', 'weightlifting', 'skiing', 'ping pong', 'table tennis', 'badminton']",Table Tennis,The predicted answer 'Table Tennis' matches one of the true answers 'table tennis' under case-insensitive comparison.
Th-en-15,What is the most popular winter sport in China?,5,"['skating', 'skiing']","The most popular winter sport in China is skiing, particularly snowboarding and alpine skiing, with Beijing Ski Resort and other ski resorts witnessing increased popularity in recent years.","The predicted answer includes 'skiing', which matches one of the true answers after case-insensitive comparison."
Th-en-19,What is a city or region in China known for manufacturing industry?,5,"['jiangsu-zhejiang', 'dongguan', 'shenzhen', 'suzhou', 'hangzhou', 'yiwu', 'shanghai', 'wuhan']",Shenzhen,The predicted answer 'Shenzhen' matches one of the true answers exactly.
Th-en-21,What is regarded as the most important perk typically offered to employees in China?,3,"['salary', 'five insurances and one fund', 'housing allowance', 'annual leave', 'marriage and maternity leave', 'weekends off']",Employee housing.,"The predicted answer 'Employee housing' is somewhat related to the true answer 'housing allowance', as both pertain to housing benefits. However, they are not identical or essentially the same."
